organizations_id,CDPNAME,ADDCITY,COUNTRY,ORGTYPE,Sector,Size,Unrestricted_operating_bottomline,year
14406,Team Sunshine Performance Corporation,Philadelphia,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1360878410191263,2018
14484,The Naked Stark,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Dance,Small,0.0253357914142744,2018
14567,"Dream A World Education, Inc.",Beverly Hills,USA,501(c)3 nonprofit organization,Arts Education,Small,0.3885691362220649,2018
14592,Slowik Music Institute d/b/a Credo,Oberlin,USA,501(c)3 nonprofit organization,Arts Education,Medium,-0.1556449731747142,2018
14661,Gund Gallery,Gambier,USA,Program or department within a parent organization,Art Museums,Medium,-0.5982364840782852,2018
14705,Chamber Music in Yellow Springs,Yellow Springs,USA,501(c)3 nonprofit organization,Music,Small,0.3070222146493152,2018
14724,Reveille Men's Chorus,Tucson,USA,501(c)3 nonprofit organization,Music,Small,0.2124172074663812,2018
14747,Ashland Symphony Orchestra,Ashland,USA,501(c)3 nonprofit organization,Community,Small,0.0562084889995848,2018
14760,Short North Stage,Columbus,USA,501(c)3 nonprofit organization,Theater,Medium,0.0738597241144055,2018
14764,City of Akron-Heinz Poll Summer Dance Festival,Akron,USA,Program or department within a parent organization,Dance,Medium,0.040418556608434,2018
14970,Chicago Composers Orchestra,Chicago,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,-0.1680578297855345,2018
15001,Evolution Theatre Inc. DBA Evolution Theatre Company,Columbus,USA,501(c)3 nonprofit organization,Theater,Small,0.1067668864949002,2018
15169,Scottsdale Philharmonic,Phoenix,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,-0.0504729765006858,2018
15221,"Cleveland Classical Guitar Society, Inc",Euclid,USA,501(c)3 nonprofit organization,Music,Medium,-0.5418574178624003,2018
15316,Frank Lloyd Wright Foundation,Scottsdale,USA,501(c)3 nonprofit organization,Community,Large,0.0925522367162772,2018
15348,Westside Ballet of Santa Monica,Santa Monica,USA,501(c)3 nonprofit organization,Dance,Medium,0.0345900906653045,2018
15360,Orchestra Santa Monica,Santa Monica,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,-0.0208491039263076,2018
15482,Carrie Morris Arts Production,Detroit,USA,501(c)3 nonprofit organization,Community,Small,0.0531208668226676,2018
15583,Musiqa,Houston,USA,501(c)3 nonprofit organization,Music,Medium,-0.1176436158174454,2018
15599,Houston Youth Symphony,Houston,USA,501(c)3 nonprofit organization,Symphony Orchestras,Medium,-0.0163484036749222,2018
15641,"Young Audiences, Inc. of Houston",Houston,USA,501(c)3 nonprofit organization,Arts Education,Medium,-0.7933860122622818,2018
15664,The Theatre Artists Studio,Phoenix,USA,501(c)3 nonprofit organization,Theater,Small,0.0181862879300037,2018
15681,Visceral Dance Chicago NFP,Chicago,USA,501(c)3 nonprofit organization,Dance,Medium,0.0041399964765987,2018
15691,Dallas Chamber Symphony,Dallas,USA,501(c)3 nonprofit organization,Symphony Orchestras,Medium,-0.0223405563211388,2018
15722,Lake Erie Ink: a writing space for youth,Cleveland Heights,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0283592469008989,2018
15733,Avant Chamber Ballet,Dallas,USA,501(c)3 nonprofit organization,Dance,Small,0.039630235190542,2018
15761,Fine Arts Chamber Players,Dallas,USA,501(c)3 nonprofit organization,Music,Medium,-0.1020724299323943,2018
15858,Lone Star Wind Orchestra,Dallas,USA,501(c)3 nonprofit organization,Music,Medium,-0.0771741695872317,2018
15948,Imperfect Gallery,Philadelphia,USA,Program or department within a parent organization,Community,Small,-0.071790969051243,2018
15968,Dallas Bach Society Inc.,Dallas,USA,501(c)3 nonprofit organization,Music,Medium,-0.0823034906546044,2018
16200,Houston Ballet Foundation,Houston,USA,501(c)3 nonprofit organization,General Performing Arts,Large,0.2031388356521052,2018
16427,Dayton Performing Arts Alliance,Dayton,USA,501(c)3 nonprofit organization,General Performing Arts,Large,-0.0382922309687736,2018
16469,"Opera Western Reserve, Inc.",Youngstown,USA,501(c)3 nonprofit organization,Opera,Small,-0.1667161506415906,2018
16502,Act One,Phoenix,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.1009535926329819,2018
16514,Mildred's Umbrella Theater Company,Houston,USA,501(c)3 nonprofit organization,Theater,Small,-0.0406309959881388,2018
16543,North Valley Symphony Orchestra Inc,Phoenix,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,0.1873296150864117,2018
16616,"Willcox Theater and Arts, Inc.",Willcox,USA,501(c)3 nonprofit organization,Community,Medium,0.079272813754704,2018
16702,Rising Youth Theatre,Phoenix,USA,501(c)3 nonprofit organization,Theater,Small,0.1921335734800175,2018
16735,Fox Tucson Theatre Foundation,Tucson,USA,501(c)3 nonprofit organization,Performing Arts Centers,Medium,0.0189290029045488,2018
16841,The Andrew Keegan Theatre Company,Washington,USA,501(c)3 nonprofit organization,Theater,Medium,0.3257195777957615,2018
16869,Santa Monica Repertory,Santa Monica,USA,501(c)3 nonprofit organization,Theater,Small,0.6706478272460678,2018
17101,Brite Cleveland,Cleveland,USA,501(c)3 nonprofit organization,Community,Medium,-0.0379527200496196,2018
17111,Shadowbox Live,Columbus,USA,501(c)3 nonprofit organization,Theater,Large,1.7123671857462908,2018
17160,The Best Day of My Life So Far,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Community,Small,0.8505054850505485,2018
17257,Warrior Writers of CultureTrust Greater Philadelphia,Philadelphia,USA,Program or department within a parent organization,Community,Small,-0.0472893403896085,2018
17300,Belle Voci,Pittsburgh,USA,501(c)3 nonprofit organization,Community,Small,0.2964560633669257,2018
17309,Plano Civic Chorus,Plano,USA,501(c)3 nonprofit organization,Music,Small,0.0959154855917577,2018
17312,Los Angeles Clarinet Choir,Los Angeles,USA,501(c)3 nonprofit organization,Music,Small,0.0744186046511627,2018
17314,Community Chorus of Detroit,Detroit,USA,501(c)3 nonprofit organization,Music,Small,0.1963837020249298,2018
17320,CultureWorks,Holland,USA,501(c)3 nonprofit organization,Community,Small,-0.890944948990772,2018
17341,"Planet Ant Theatre, Inc",Hamtramck,USA,501(c)3 nonprofit organization,Theater,Small,-0.1066003058850746,2018
17351,Almanac,Philadelphia,USA,Unincorporated or fiscally sponsored organization,General Performing Arts,Small,0.0089944302273069,2018
17396,The Women's Chorus of Dallas,Dallas,USA,501(c)3 nonprofit organization,Music,Small,-0.1365160781219175,2018
17401,Talespinner Children's Theatre,Cleveland,USA,501(c)3 nonprofit organization,General Performing Arts,Small,-0.1385613644790508,2018
17422,Ripple Effect Artists Inc.,New York,USA,501(c)3 nonprofit organization,Community,Small,0.0,2018
17478,Cranbrook Center for Collections and Research,Bloomfield Hills,USA,Program or department within a parent organization,Other Museums,Medium,0.0377100313612836,2018
17536,Synchromy,Los Angeles,USA,501(c)3 nonprofit organization,Music,Small,0.1437954729183508,2018
17583,The Strindberg Laboratory,Los Angeles,USA,501(c)3 nonprofit organization,Theater,Small,-0.9309143857854036,2018
17599,Ohio Regional Music Arts and Cultural Outreach,Medina,USA,501(c)3 nonprofit organization,Community,Small,0.1168755814767759,2018
17701,The Frick Collection,New York,USA,501(c)3 nonprofit organization,Art Museums,Large,0.3125906998945166,2018
17780,Experiments in Opera,New York,USA,501(c)3 nonprofit organization,Opera,Small,0.0,2018
17833,Sylvania Community Arts Commission,Sylvania,USA,501(c)3 nonprofit organization,Community,Small,0.0384925507156077,2018
17991,Peacock Rebellion,Oakland,USA,Unincorporated or fiscally sponsored organization,Theater,Small,0.2102954850282648,2018
18075,The Arizona Masterworks Chorale,Phoenix,USA,501(c)3 nonprofit organization,Community,Small,-0.3438621679827709,2018
18092,Women's Center for Creative Work,Los Angeles,USA,501(c)3 nonprofit organization,Community,Medium,0.0534317533720466,2018
18120,Classical Theatre Company,Houston,USA,501(c)3 nonprofit organization,Theater,Small,-0.041189852474838,2018
18292,Writers Series of Traverse City,Traverse City,USA,501(c)3 nonprofit organization,Community,Medium,0.2523132745105645,2018
18372,Les D̩lices,Cleveland,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.072694244979653,2018
18616,Beacon Theatre Productions,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.0855404438081603,2018
18648,Casa de Duende,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Community,Small,-0.5382252559726962,2018
18729,Starting Arts,San Jose,USA,501(c)3 nonprofit organization,Arts Education,Medium,-0.0518006976110774,2018
18840,Grupo de danza Folklorica Rincones de m,Sacramento,USA,501(c)3 nonprofit organization,Community,Small,-0.0271133349605402,2018
18977,[nueBOX],Tempe,USA,501(c)3 nonprofit organization,Community,Small,0.1117035178506089,2018
19012,Mamadele Foundation,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,-0.0001759855189058,2018
19097,Mosaic America,Santa Clara,USA,501(c)3 nonprofit organization,Community,Small,0.3721454750493375,2018
19099,Public Poetry,Houston,USA,501(c)3 nonprofit organization,Community,Small,0.2173156231589095,2018
19255,Arts for Healing and Justice Network,Los Angeles,USA,501(c)3 nonprofit organization,Community,Medium,0.4340507370538006,2018
19360,Capoeira Institute/Southwest Regional Chapter,Tucson,USA,Program or department within a parent organization,Community,Small,0.6091138549696432,2018
19382,Arizona Historical Society-Northern Division,Flagstaff,USA,501(c)3 nonprofit organization,Other Museums,Small,-0.0086376137221298,2018
19428,"Northeast Massachusetts Youth Orchestras, Inc.",Manchester-by-the-Se,USA,501(c)3 nonprofit organization,Music,Medium,0.0613380704993345,2018
19473,Catitude Gallery and Studio - A Community Arts Center,Goodyear,USA,501(c)3 nonprofit organization,Community,Small,-0.0387550553894847,2018
19576,Cereal City Concert Band,Battle Creek,USA,501(c)3 nonprofit organization,Music,Small,-0.0198491326867591,2018
19601,Dirt Dogs Theatre Company,Houston,USA,501(c)3 nonprofit organization,Theater,Small,0.3527312798446765,2018
19683,Theatre Philadelphia,Philadelphia,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.0143936556586755,2018
40330,WHAM Art Association,Surprise,USA,501(c)3 nonprofit organization,Community,Small,-0.0044219557804421,2018
43128,The National Theatre Foundation,Washington,USA,501(c)3 nonprofit organization,Theater,Medium,1.3865742265829435,2018
49076,CultureALL,Urbandale,USA,501(c)3 nonprofit organization,Community,Medium,0.2708606817368146,2018
57281,Alborada Spanish Dance Theatre,Fords,USA,501(c)3 nonprofit organization,Dance,Small,-0.0189158916143322,2018
57286,American Repertory Ballet,New Brunswick,USA,501(c)3 nonprofit organization,General Performing Arts,Large,0.2232106551475882,2018
57429,Philomusica Choir,East Brunswick,USA,501(c)3 nonprofit organization,Music,Small,0.0170908587001709,2018
57483,"Zimmerli Art Museum, Rutgers University",New Brunswick,USA,Program or department within a parent organization,Art Museums,Medium,0.0167816303576095,2018
59772,Sisters Folk Festival Inc,Sisters,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.122195941089607,2018
59778,The High Desert Museum,Bend,USA,501(c)3 nonprofit organization,Other Museums,Medium,0.026600430644236,2018
59779,Tower Theatre Foundation Inc,Bend,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.0189307375495932,2018
59800,Clackamas Repertory Theatre,Oregon City,USA,501(c)3 nonprofit organization,Theater,Small,0.1434779922143725,2018
59842,Lakewood Theatre Company,Lake Oswego,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.0762044977098185,2018
60037,Artists Repertory Theatre,Portland,USA,501(c)3 nonprofit organization,Theater,Large,1.4917732643419392,2018
60044,BodyVox Inc,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.0306508779728452,2018
60053,"Cappella Romana, Inc",Portland,USA,501(c)3 nonprofit organization,Music,Medium,-5.434651336924229e-05,2018
60060,Chamber Music Northwest,Portland,USA,501(c)3 nonprofit organization,Music,Large,0.0590326162364645,2018
60069,CoHo Productions Ltd,Portland,USA,501(c)3 nonprofit organization,Theater,Small,0.0196511944818732,2018
60088,Disjecta Contemporary Art Center Inc,Portland,USA,501(c)3 nonprofit organization,Community,Medium,-0.1843216962779663,2018
60091,Echo Theater Company,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.1520674680596639,2018
60167,Live Wire Radio Inc,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.018408134246668,2018
60173,Metropolitan Youth Symphony,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.1032011493067728,2018
60175,Miracle Theatre Group,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.2178961056848979,2018
60188,My Voice Music,Portland,USA,501(c)3 nonprofit organization,Arts Education,Small,0.2689833458466998,2018
60215,Oregon Ballet Theatre,Portland,USA,501(c)3 nonprofit organization,Community,Large,0.0644644919131251,2018
60218,Oregon Center for the Photographic Arts (Blue Sky Gallery),Portland,USA,501(c)3 nonprofit organization,Community,Medium,-0.209248547027204,2018
60237,Oregon Repertory Singers,Portland,USA,501(c)3 nonprofit organization,Music,Medium,-0.078866075691835,2018
60240,Oregon Symphony Association,Portland,USA,501(c)3 nonprofit organization,Symphony Orchestras,Large,0.0129673460113383,2018
60255,Pacific Youth Choir,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.0500775341746785,2018
60259,PHAME Academy,Portland,USA,501(c)3 nonprofit organization,Community,Medium,-0.0315552763080746,2018
60268,Portland Actors Conservatory,Portland,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0328205196012966,2018
60271,Portland Art Museum,Portland,USA,501(c)3 nonprofit organization,Community,Large,0.0381383143323169,2018
60274,Portland Center Stage at The Armory,Portland,USA,501(c)3 nonprofit organization,Theater,Large,-0.0036545577340243,2018
60279,Portland Columbia Symphony,Portland,USA,501(c)3 nonprofit organization,Symphony Orchestras,Medium,0.0554827559116977,2018
60286,Portland Gay Men's Chorus Inc,Portland,USA,501(c)3 nonprofit organization,Community,Medium,-0.2241538018550722,2018
60289,Portland Jazz Festival Inc,Portland,USA,501(c)3 nonprofit organization,Music,Medium,-0.0355449065742856,2018
60297,Portland Piano International,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.0360450101457295,2018
60298,Portland Playhouse,Portland,USA,501(c)3 nonprofit organization,Theater,Medium,-0.1781126696776435,2018
60316,Portland Youth Philharmonic Association,Portland,USA,501(c)3 nonprofit organization,Symphony Orchestras,Medium,0.0891255938939713,2018
60321,Profile Theatre Project,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.0209117691638951,2018
60364,The Portland Ballet,Portland,USA,501(c)3 nonprofit organization,Dance,Medium,0.0107145789792939,2018
60367,Third Angle New Music Ensemble,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.0466895418690719,2018
60368,Third Rail Repertory Theatre,Portland,USA,501(c)3 nonprofit organization,Theater,Medium,0.0657537309261639,2018
60369,Triangle Productions!,Portland,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,0.3275044706213912,2018
60379,White Bird,Portland,USA,501(c)3 nonprofit organization,Dance,Large,0.0028275898202354,2018
60389,Write Around Portland,Portland,USA,501(c)3 nonprofit organization,Community,Medium,0.0948488216861143,2018
60392,Young Audiences of Oregon Inc,Portland,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0242783041170841,2018
60411,Crossroads Creative & Performing Arts Center Inc,Baker City,USA,501(c)3 nonprofit organization,Community,Medium,-0.2893632133153312,2018
60457,Chamber Music Concerts,Ashland,USA,Unincorporated or fiscally sponsored organization,Music,Medium,0.1348980171391343,2018
60512,Oregon Coast Council for the Arts,Newport,USA,501(c)3 nonprofit organization,Community,Medium,-0.3648961117463277,2018
60543,Chehalem Cultural Center,Newberg,USA,501(c)3 nonprofit organization,Community,Medium,0.0397484464279847,2018
60691,The Arts Center,Corvallis,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0992164700689113,2018
60713,Eugene Ballet Company,Eugene,USA,501(c)3 nonprofit organization,Dance,Large,-0.0367844895261864,2018
60714,Eugene Concert Choir,Eugene,USA,501(c)3 nonprofit organization,Community,Medium,0.4824094401087669,2018
60733,Lane Arts Council,Eugene,USA,501(c)3 nonprofit organization,Community,Medium,0.1149735264742222,2018
60745,Oregon Contemporary Theatre,Eugene,USA,501(c)3 nonprofit organization,Theater,Medium,0.1354122439952052,2018
60793,Cottage Theatre,Cottage Grove,USA,501(c)3 nonprofit organization,Theater,Medium,-0.2674375324568226,2018
68340,Flagstaff Shakespeare Festival,Flagstaff,USA,501(c)3 nonprofit organization,Theater,Small,0.1063074220576526,2018
68349,Cleveland Ballet,Bedford,USA,501(c)3 nonprofit organization,Community,Medium,-0.0004658729387613,2018
68623,The New Ballet,San Jose,USA,501(c)3 nonprofit organization,Dance,Medium,0.157974097421583,2018
68647,Rogue Vallery Art Association dba Rogue Gallery & Art Center,Medford,USA,501(c)3 nonprofit organization,Community,Small,0.3904980317989804,2018
68706,Blue Candlelight Music Series,Dallas,USA,501(c)3 nonprofit organization,Music,Small,0.0750532848545637,2018
68829,Arts Council of Pendleton,Pendleton,USA,501(c)3 nonprofit organization,Community,Medium,-0.0334560633481025,2018
68860,Theatre Encore of CultureTrust Greater Philadelphia,Philadelphia,USA,Program or department within a parent organization,General Performing Arts,Small,-0.1481661403934904,2018
68911,Variant Six,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.0460919124298896,2018
68934,Ninth Planet,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Community,Small,0.0014181463645227,2018
68943,Major Impact Theater,Tujunga,USA,501(c)3 nonprofit organization,Theater,Small,0.462212152977378,2018
69040,Oregon East Symphony,Pendleton,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,0.072874386699067,2018
69059,Artula Institute for Arts and Environmental Education,Bandon,USA,501(c)3 nonprofit organization,Community,Medium,0.0309825643410922,2018
69177,Lenaea High School Theatre Festival,Sacramento,USA,501(c)3 nonprofit organization,Arts Education,Small,0.1540726600735129,2018
69460,"Hallie Ford Museum of Art, Willamette University",Salem,USA,Program or department within a parent organization,Art Museums,Small,-0.3018041177043188,2018
69541,Liberty Restoration Inc,Astoria,USA,501(c)3 nonprofit organization,Community,Medium,-0.0613281752029061,2018
69555,Historic Elsinore Theatre,Salem,USA,501(c)3 nonprofit organization,Performing Arts Centers,Medium,0.2936433641041104,2018
69556,Picosa NFP,Chicago,USA,501(c)3 nonprofit organization,Music,Small,0.0122992978219061,2018
69560,Youth Music Project,West Linn,USA,501(c)3 nonprofit organization,Music,Large,0.0050051679684394,2018
69577,Crow's Shadow Institute of the Arts,Pendleton,USA,501(c)3 nonprofit organization,Community,Medium,-0.0234897809176446,2018
69584,Vibe of Portland,Portland,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0974973161908735,2018
69637,Sunriver Music Festival,Sunriver,USA,501(c)3 nonprofit organization,Music,Medium,-0.0223896915094985,2018
69648,Oregon Symphony Association in Salem,Salem,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.1089151200618711,2018
69650,Oregon Bravo Youth Orchestras,Portland,USA,501(c)3 nonprofit organization,Music,Medium,0.0086522579361998,2018
69665,"Sun Lakes Community Theatre, Inc.",Sun Lakes,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1552166476624857,2018
69836,"Desert Overture Live Cultural Entertainment, Inc. (DOLCE)",Phoenix,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1521053652857281,2018
70030,American Baroque Opera Company,Richardson,USA,501(c)3 nonprofit organization,Opera,Small,0.0225285725146347,2018
70234,Southern Oregon Repertory Singers,Ashland,USA,501(c)3 nonprofit organization,Music,Medium,-0.0546317877402917,2018
70519,Cleveland Cultural Gardens Federation,Cleveland,USA,501(c)3 nonprofit organization,Community,Small,-0.1431337731718891,2018
70549,Caribbean Community in Philadelphia of CultureTrust Philadelphia,Philadelphia,USA,Program or department within a parent organization,Community,Small,0.246314275440489,2018
70573,Kontrapunktus,Long Beach,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,-0.4329158593966233,2018
70585,Jewish Women's Theatre,Santa Monica,USA,501(c)3 nonprofit organization,General Performing Arts,Medium,-0.2765413758707444,2018
70630,The Chamber Orchestra of Pittsburgh,Pittsburgh,USA,501(c)3 nonprofit organization,Symphony Orchestras,Small,0.0991793434747798,2018
70657,The Scoundrel and Scamp Theatre,Tucson,USA,501(c)3 nonprofit organization,Theater,Small,-0.4996678646250276,2018
70786,Dancesequences Inc.,Oro Valley,USA,501(c)3 nonprofit organization,Dance,Small,-0.6157319890779248,2018
70824,Philadelphia Women's Theatre Festival,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Small,0.6399729520865534,2018
70962,Santa Monica Youth Orchestra,Santa Monica,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0994736013710848,2018
71070,Northern Ohio Youth Orchestras,Oberlin,USA,501(c)3 nonprofit organization,Arts Education,Small,0.0942409298016196,2018
71112,A.B.L.E. - Artists Breaking Limits & Expectations,La Grange,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.2180371454993834,2018
71138,"Cantabile, Inc.",Piscataway,USA,501(c)3 nonprofit organization,Music,Small,0.0968980893792923,2018
72368,The National Society of The Colonial Dames of America in the Commonwea,Philadelphia,USA,501(c)3 nonprofit organization,Other Museums,Medium,-0.0767486702243576,2018
72685,"A-WOL Dance Collective, Inc.",Portland,USA,501(c)3 nonprofit organization,Dance,Medium,0.0417641655294424,2018
72721,45th Parallel,Portland,USA,501(c)3 nonprofit organization,Music,Small,0.2151871619571232,2018
72733,Axiom Quartet,Houston,USA,501(c)3 nonprofit organization,Music,Small,0.0081347362962642,2018
73003,New Brunswick Chamber Orchestra,New Brunswick,USA,501(c)3 nonprofit organization,Community,Small,0.4679820992676973,2018
73114,Praxis Fiber Workshop,Cleveland,USA,501(c)3 nonprofit organization,Community,Small,0.0806722881365628,2018
73273,"Theatre du Reve, Inc.",Atlanta,USA,501(c)3 nonprofit organization,Theater,Small,0.00577262280186,2018
73462,Marathon Center for the Peforming Arts,Findlay,USA,501(c)3 nonprofit organization,Performing Arts Centers,Medium,-0.3008193163862843,2018
73471,SOLI Chamber Ensemble,San Antonio,USA,501(c)3 nonprofit organization,Music,Medium,0.0072839223866279,2018
74416,Group Acorde,Houston,USA,501(c)3 nonprofit organization,Community,Small,2.4963325183374083,2018
74924,The Halide Project,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,1.2368121009425357,2018
75425,Performing Arts Center - Kent State University at Tuscarawas,New Philadelphia,USA,Program or department within a parent organization,Performing Arts Centers,Medium,0.0,2018
75518,Momentum-Excellence,Columbus,USA,501(c)3 nonprofit organization,Arts Education,Medium,-0.0584359585617454,2018
75524,"Art Central Foundation, Inc",Middletown,USA,501(c)3 nonprofit organization,Arts Education,Small,-0.3288308764638396,2018
75530,The Young Shakespeareans,Pasadena,USA,Unincorporated or fiscally sponsored organization,Arts Education,Small,10.539906103286384,2018
75602,Priscilla R Tyson Cultural Arts Center,Columbus,USA,"Government agency, department, program, or facility",Community,Medium,0.1765779302684436,2018
75686,Wave Pool Corp,Cincinnati,USA,501(c)3 nonprofit organization,Community,Small,-0.6992164301479387,2018
75908,Maroon Arts Group,Columbus,USA,501(c)3 nonprofit organization,Community,Small,0.7284240590766455,2018
75968,FireFish Arts Inc.,Lorain,USA,501(c)3 nonprofit organization,Community,Small,0.186543322212112,2018
75989,Art Sparks,Cuyahoga Falls,USA,501(c)3 nonprofit organization,Arts Education,Small,0.2164292892539072,2018
76013,Rubber City Shakespeare Company,Akron,USA,501(c)3 nonprofit organization,Theater,Small,-0.0579068241469816,2018
76070,NORTHEAST OHIO CENTER FOR CHOREOGRAPHY,Akron,USA,501(c)3 nonprofit organization,Community,Small,-0.8767053818923031,2018
76478,Defiance Community Cultural Counci,Defiance,USA,501(c)3 nonprofit organization,Community,Medium,0.0432025511151184,2018
76500,Chamber Music Amici,Eugene,USA,501(c)3 nonprofit organization,Music,Small,0.1284944436786588,2018
76506,SOUNDS Academy,Phoenix,USA,501(c)3 nonprofit organization,Community,Small,0.1867726272923519,2018
76534,"Collaborative Theatre Project, Inc.",Medford,USA,501(c)3 nonprofit organization,Theater,Small,0.0565236201074351,2018
76635,Cleveland Chamber Choir,Richmond Heights,USA,501(c)3 nonprofit organization,Music,Small,-0.1190283587953867,2018
76698,Carolyn Farrell Foundation,Westlake,USA,501(c)3 nonprofit organization,Community,Small,-0.2666673480442759,2018
76791,Southwest Ballet Theatre,Goodyear,USA,501(c)3 nonprofit organization,Dance,Small,0.1747853019850767,2018
76900,Dunham Tavern Museum,Cleveland,USA,501(c)3 nonprofit organization,Other Museums,Small,-0.2870481252601581,2018
76932,Queen City Opera,Cincinnati,USA,501(c)3 nonprofit organization,Opera,Small,0.0101576035321075,2018
76968,"Prescott Chorale, Inc",Prescott,USA,501(c)3 nonprofit organization,Music,Small,-0.2194389153866376,2018
76979,Summer Youth Musical Theatre Program,Globe,USA,Program or department within a parent organization,Arts Education,Small,0.0660296368183345,2018
76980,Arts Alliance of the White Mountains,Show Low,USA,501(c)3 nonprofit organization,Community,Small,1.0008038925322615,2018
76983,Verdigris Ensemble,Dallas,USA,501(c)3 nonprofit organization,Community,Small,0.2020041985186358,2018
77007,Esperanza Dance Project,Tucson,USA,501(c)3 nonprofit organization,Dance,Small,0.8748784440842787,2018
77064,WACO Theater Center,North Hollywood,USA,501(c)3 nonprofit organization,Community,Medium,0.3259689168632734,2018
77130,The Houston Choral Society,Houston,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.1248583161454559,2018
77463,PhilHarmonia,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,-0.0235361379770355,2018
77553,We Are the Seeds of CultureTrust Greater Philadelphia,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,0.0019054672251922,2018
77567,Philadelphia Wind Symphony,Philadelphia,USA,501(c)3 nonprofit organization,Music,Small,0.9467485919098824,2018
77576,Beyond the Bars Inc.,Philadelphia,USA,501(c)3 nonprofit organization,Arts Education,Small,0.5898364829139332,2018
77591,Tucson Concert Band,Oro Valley,USA,501(c)3 nonprofit organization,Music,Small,0.0305008670815056,2018
78017,Chicago Cultural Performing Arts Media Alliance,Chicago,USA,501(c)3 nonprofit organization,Community,Small,3.2043478260869565,2018
78133,The Hopi School,Kykotsmovi,USA,501(c)3 nonprofit organization,Arts Education,Small,-0.2451207769916691,2018
78618,Meztli Projects,Los Angeles,USA,Unincorporated or fiscally sponsored organization,Community,Small,0.0092961487383798,2018
78773,Portland Street Art Alliance,Portland,USA,501(c)3 nonprofit organization,Arts Education,Small,0.5542810511452202,2018
79678,Japanese Friendship Garden of Phoenix,Phoenix,USA,501(c)3 nonprofit organization,Community,Medium,0.032432444803508,2018
80918,Aurora Classical of CultureTrust Greater Philadelphia,Philadelphia,USA,Unincorporated or fiscally sponsored organization,Music,Small,-0.6804798255179935,2018
80926,Artsi Inc,Philadelphia,USA,501(c)3 nonprofit organization,General Performing Arts,Small,0.0848741367787926,2018
183,Philadelphia Sketch Club,Philadelphia,USA,501(c)3 nonprofit organization,Community,Small,0.4997434386818449,2019
231,Philadelphia Museum of Art,Philadelphia,USA,501(c)3 nonprofit organization,Art Museums,Large,0.3417512682496796,2019
248,Theatre Exile,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Medium,0.711179728239366,2019
257,"Act II Playhouse, Ltd.",Ambler,USA,501(c)3 nonprofit organization,Theater,Medium,0.1752195237718534,2019
259,InterAct Theatre Company,Philadelphia,USA,501(c)3 nonprofit organization,Theater,Medium,0.0982803706183608,2019
366,Philadelphia Young Playwrights,Philadelphia,USA,501(c)3 nonprofit organization,Arts Education,Medium,0.0513681367077173,2019
369,Contemporary Craft,Pittsburgh,USA,501(c)3 nonprofit organization,Arts Education,Medium,1.7035981747236206,2019
